,sentence,classification
1533,3218693969 951226070 3217380708 3334525955 2976033787 1850082398 2092489639 932734850 3217380708 2284773903 3218693969 951226070 3218693969 951226070 3217380708 2360741695 3217380708 1932106328 2041434490 1101907775 2041434490 1101907775 3217380708 1198890718 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 1871221615 864942730 10565946 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 2245384272 3599391724 2246699815 492051864 2245384272 1167322652 2245384272 1583799011 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 864942730 1510328189,1.0
1534,2976033787 1397494279 2976033787 1421345390 2976033787 2252049393 2976816164 4228237939 2976033787 788795039 3217380708 1184436594 864942730 10565946 2968968094 1276993226 2968968094 2117068077 3217380708 1301245444 864942730 10565946 3218693969 951239203 3218693969 2604585747 2246728737 1861965050 2976033787 1228528465 864662311 266675433 2968968094 516041383 2976816164 773457308 2976816164 809080546 864662311 265892994 2968968094 2119439498 2968968094 2117068077 2246699815 1211233089 864674487 2154935424 2246728737 3975275337 864942730 1510328189 2246728737 1861965050,1.0
1535,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 4121755354 2245384272 3959185973 847698334 1135520514 2245273601 3080544270 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3537119515 2246728737 3824347764 864942795 2380703069,1.0
1536,2976033787 1721149895 2976033787 1739309282 2968968094 2811394787 2092489639 1634606847 2245384272 2251883808 2246699815 1909986973 3217380708 2994748777 3218693969 951226070 3218693969 951226070 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070 864942730 1510328189 2968968094 2803848648 2968968094 2117068077 2245384272 3129492592 864674487 2115476908 3217380708 3162837314 3218693969 994485099 3217380708 368531313 3217380708 368531313 3189457552 1078211001 2968968094 2213350725 3189457552 1078211001 3218693969 951226070 3218693969 951226070 3217380708 970433791 3218693969 951226070 3218693969 951226070 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070,1.0
1537,2246728737 3824063894 847961216 717723595 2245384272 787069595 2245384272 1167268241 2246703798 3224978178 3217380708 871877728 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3334525955 2976033787 1721149895 2968968094 517457164 2976033787 1721149895 3217380708 3334525955 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256,1.0
1538,3218693969 3777168895 2041434490 2434373675 2092489639 4282315164 3217380708 553412256 3217380708 2309124039 2246699815 3341916169 3217380708 3772302167 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 98513984 3218693969 951226070 864942730 1510328189 2041434490 1100037548 3218693969 3776905034 3218693969 951226070 3217380708 1163048604 3217380708 2353112200 3218693969 951226070 3218693969 3776905034 2041434490 3118255683 3218693969 3776905034 3218693969 951226070,1.0
1539,3218693969 951226070 3218693969 951226070 3217380708 1637836422 3218693969 994485099 3217380708 368713488 3217380708 3983062349 3217380708 3886201961 2041434490 3460898310 3189457552 3376021752 2976033787 3482873808 2968968094 2117068077 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 3624155 3217380708 4086265842 3217380708 4033380444 2041434490 1101907775 3217380708 553412256 2092489639 3044751281 3217380708 2370996728 864942730 10565946 3218693969 571978829 3218693969 98513984 3218693969 951226070 3217380708 3124581743 2246728737 422715066 2246728737 422715066 2968968094 2803848648 2968968094 2117068077 882399112 3337745083,1.0
1540,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 480680885 3217380708 3982076256 3217380708 871877728 3217380708 3982076256 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2246703798 1822423834 2976033787 2035123431 2976033787 2974534217 2968968094 2117068077 2968968094 2803848648 2092489639 198581797 2968968094 2811394787 2968968094 2803848648 2968968094 2117068077,1.0
1541,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 3217380708 3982076256 3217380708 1646240771 3217380708 3982076256 3217380708 1842898132 2968968094 1276993226 2968968094 1276993226 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 847336149 1774142290 864674487 921629099 2245384272 4008337421 2245384272 603510687 848128881 3121777292 2246728737 3818546315 2246728737 3818546315,1.0
1542,2976033787 3163918268 3217380708 3337420400 3217380708 1842898132 3218693969 994485099 3217380708 368531313 3217380708 369315086 3217380708 1136130381 864674487 2076190208 2246728737 3975275337 3189457552 1078211001 2968968094 2213350725 3189457552 1078211001 2968968094 1276993226 2968968094 2803848648 2092489639 2014255590 2246728737 3657471097 2976033787 1599425600 3217380708 3334525955 3217380708 3980805843 3217380708 1136130381 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 951226070 864674487 2076190208 2246728737 3975275337 3217380708 3921298496 3189457552 2697642734 864942730 10565946,1.0
1543,3218693969 951226070 3218693969 2753863138 2132511834 2297887526 3217380708 2355446912 3217380708 3983062349 3217380708 3596485316 2041434490 1100037548 3218693969 725322217 2041434490 1100037548 847961216 1868602760 2245384272 787069595 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614,1.0
1544,2976033787 1397494279 2976816164 773457308 2976816164 1930058827 864662311 265892994 2968968094 2119439498 2968968094 2117068077 2245900962 2389967757 2245897107 3492293582 2968968094 2119439498 2968968094 2117068077 2976033787 1397494279 2976033787 1421345390 2968968094 2117068077 2968968094 1276993226 3217380708 3327625720 3218693969 994494548 3217380708 1048504765 3217380708 1842898132 2968968094 1910766508 2976816164 1012780892 2246728737 1861965050 3218693969 3777168895 2041434490 2434373675 2092489639 4212936508 3217380708 2473389857 3218693969 951226070 3218693969 951226070 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070 2246728737 1861965050,1.0
1545,847957139 2591432844 2246699815 1044537682 849275503 2669055056 3217380708 1686095578 3218693969 951226070 3218693969 951226070 3217380708 2036328569 3189457552 4197146180 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1514095308 848127915 271903915 864942795 2378775366 864942730 2378779377,1.0
1546,3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 3118255683 3218693969 3777168895 3217380708 2994748777 2246699815 729796064 2092489639 435232729 2968968094 2803848648 2968968094 1257718710 3189457552 3203709451 2968968094 1257718710 2968968094 2803848648 864942730 1510328189,1.0
1547,2976816164 1173528643 3217380708 2240437263 3217380708 1842898132 2968968094 1824088295 2976033787 2455017113 2976033787 2536602154 3218693969 2447748155 3218693969 2447748155 2976033787 1250928372 2976033787 2448462321 3189457552 2697642734 3217380708 369315086 3217380708 1135286194 3218693969 951226070 3218693969 951226070 864674487 2077658817 2246699815 2827868305 3217380708 2994748777 3218693969 3777168895 2041434490 3118255683 3218693969 3776905034 3218693969 98513984 3218693969 951226070 864942730 1510328189 864674487 1979311206 2246699815 2827868305 3217380708 2994748777 3218693969 3777168895 2041434490 3118255683 3218693969 3776905034 3218693969 98513984 3218693969 951226070 864942730 1510328189 2092489639 2014255590 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498,1.0
1548,2976816164 1086083300 3189457552 2651067438 2976033787 2183849028 3189457552 2651067438 2976816164 3698070333 2976816164 3574056930 2968968094 516041383 2976033787 1228528465 864662311 266675433 2976033787 2252049393 2976033787 1397494279 2968968094 2117068077 2968968094 1276993226 3217380708 3327625720 3218693969 994494548 3217380708 3833608434 864942730 10565946 2968968094 1276993226 2968968094 2119439498 2976816164 1012780892 2246728737 1861965050 2246728737 1861965050 2968968094 2119439498 2968968094 2119439498 2246699815 2323767245 864942730 1510328189 2245384272 3995043796 864674487 2222715027 2246699815 2827868305 864942730 1510328189 3217380708 2994748777 3218693969 951226070 3218693969 3776905034 2041434490 3118255683 3218693969 3776905034 3218693969 951226070 2246703798 3525528780 2246703798 736731344 2246728737 3545353036,1.0
1549,3218693969 951226070 3218693969 951226070 3217380708 1637836422 3218693969 951226070 3218693969 951226070 3217380708 2473389857 2092489639 963029399 2968968094 2803848648 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 1583799011 2245273601 4223817698 847961216 1362518133 2246699815 1054767590 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 3118255683 3218693969 3777168895 864942730 1510328189 2246728737 3537119515 2968968094 2803848648 2968968094 2803848648 882399112 3337745083,1.0
1550,3218693969 951226070 3218693969 3776905034 2041434490 3118255683 3218693969 3776905034 3218693969 951226070 3217380708 2994748777 2246699815 1054767590 847961216 3320199913 847961216 3323076048 2245384272 787069595 2245384272 1167322652 2246699815 3315826729 847961216 717512901 2245384272 3908647167 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864942730 1510328189 864942730 1510328189,1.0
1551,882399112 3337745083 3217380708 1637836422 3218693969 951226070 3218693969 951226070 3217380708 3983062349 3217380708 2687950697 2245384272 3624155 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2117068077 2976033787 2463614838 2968968094 2117068077 2968968094 2803848648 2092489639 932711668 3217380708 3430642422 864942730 10565946 2132511834 2296565457 3217380708 2720313463 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3820826669 2041434490 3460898310 3189457552 3376021752 3217380708 368713488 3218693969 994485099,1.0
1552,3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3124581743 3217380708 4042373501 3217380708 3124581743 2246728737 422715066 847961216 1790668568 2246699815 3315826729 2245384272 2251883808 2092489639 1923187777 3217380708 2510215966 2968968094 1276993226 2968968094 2142032900 2968968094 2803848648 864942730 10565946 864942730 1510328189 2246728737 422715066,1.0
1553,4269929640 3218693969 994485099 3217380708 2473389857 2092489639 963029399 2968968094 2803848648 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 1510461303 2245384272 2257970297 2092489639 2530377886 2041434490 2435680164 3217380708 3777243454 2092489639 3346539298 3217380708 3462333187 864942730 10565946 2245384272 2257970297 2245384272 4008337421 864674487 2115476908 3217380708 3162837314 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 618671879 2246728737 3542456614 2968968094 2803848648 2968968094 2803848648 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 3855292234,1.0
1554,3218693969 951226070 3217380708 698893736 3217380708 1842898132 3218693969 951226070 3218693969 98513984 3218693969 98513984 2968968094 1276993226 2968968094 1276993226 3217380708 2741109499 3218693969 994494548 2245384272 992462230 3217380708 1699191938 2041434490 55489393 2968968094 2569645053 2132511834 1289643292 2968968094 362715007,1.0
1555,2976816164 1116101896 3217380708 2240437263 3217380708 1842898132 2968968094 1824088295 2976033787 2455275232 2976816164 3177290410 2968968094 2119439498 2968968094 1276993226 3217380708 926917182 2976033787 4158670456 3189457552 2697642734 3217380708 369315086 3217380708 3026394695 3218693969 951226070 3218693969 951226070 864662311 26234434 2246997334 440332323 864662311 265892994 2092489639 1620258790 2245384272 1924383628 2976033787 1730555933 2968968094 2117068077 2968968094 2117068077 2968968094 2803848648 2968968094 2119439498,1.0
1556,864662311 266675433 2976033787 1228528465 2968968094 2117068077 2968968094 2119439498 2976816164 3177290410 864662311 265892994 2976033787 2455275232 2968968094 1824088295 3217380708 1842898132 3218693969 951226070 3218693969 951226070 3217380708 3026394695 864662311 26234434 3217380708 369315086 3189457552 2697642734 2976033787 2448462321 2976816164 1116101896 2968968094 2119439498 2968968094 2803848648 2092489639 1620258790 2245384272 1924383628 2976033787 1730555933 2968968094 2117068077 2968968094 2142032900 2968968094 2117068077 3217380708 2240437263,1.0
1557,2976816164 773457308 2976033787 1397494279 2976033787 1397494279 2976816164 842517228 882399112 4039837947 2976033787 1226975992 864662311 266675433 2968968094 516041383 2976816164 3526465279 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2968968094 1276993226 2968968094 2117068077 2246728737 1861965050 2968968094 517457164 2976033787 2975316496 2976816164 3700399626 2968968094 1910766508 3217380708 1842898132 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 2968968094 1824088295 2246699815 2323767245 864942730 1510328189 2245384272 4018142848 864662311 1535166686 2246728737 1861965050 864666390,1.0
